source,title,company,location,url,posted,posted_dt,salary,snippet
staffpoint,"Ravintola- ja matkailuala Avoin hakemus ravintola-alalle Lappiin Enontekiö, Inari, Kittilä, Kolari, Muonio, Rovaniemi, Sodankylä Työsuhteen tyyppi : Määräaikainen",,Helsinki,https://www.staffpoint.fi/tyopaikat/j8po,,,,
staffpoint,"Ravintola- ja matkailuala Avoin haku ravintolan työtehtäviin Espoo, Helsinki, Vantaa, Turku, Tampere, Oulu Työsuhteen tyyppi : Keikkatyö Haku päättyy : 28.09.2025",,Helsinki,https://www.staffpoint.fi/tyopaikat/7lmP,,,,
staffpoint,"Logistiikka Avoin haku teollisuuteen ja logistiikkaan, Keski-Suomi, Etelä- ja Pohjois-Savo Juva, Kangasniemi, Mikkeli, Pieksämäki, Savonlinna, Joroinen, Kuopio, Siilinjärvi, Suonenjoki, Varkaus, Joutsa, Jyväskylä, Viitasaari, Äänekoski Työsuhteen tyyppi : Toistaiseksi voimassa oleva",,Helsinki,https://www.staffpoint.fi/tyopaikat/pKjx,,,,
staffpoint,"Logistiikka Avoin haku teollisuuteen ja logistiikkaan, Päijät-Häme, Kymenlaakso, Etelä-Karjala Asikkala, Hollola, Heinola, Lahti, Padasjoki, Kouvola, Imatra, Lappeenranta Työsuhteen tyyppi : Toistaiseksi voimassa oleva",,Helsinki,https://www.staffpoint.fi/tyopaikat/54Px,,,,
staffpoint,"Asennus, huolto ja kunnossapito Avoin haku teollisuuteen ja logistiikkaan, Uusimaa Espoo, Helsinki, Vantaa, Hyvinkää, Järvenpää, Karkkila, Kerava, Loviisa, Lohja, Nurmijärvi, Tuusula Työsuhteen tyyppi : Toistaiseksi voimassa oleva",,Helsinki,https://www.staffpoint.fi/tyopaikat/obE8,,,,
staffpoint,"Asennus, huolto ja kunnossapito Avoin työpaikka, teollisuus & logistiikka, Ylä-Savo Iisalmi, Kiuruvesi, Vieremä Työsuhteen tyyppi : Määräaikainen Haku päättyy : 30.09.2025",,Helsinki,https://www.staffpoint.fi/tyopaikat/Al9e,,,,
